Created on 10-22-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2017-12-20,XRPUSD,0.748,0.7644,0.65,0.7195,15422931.94,10884870.49
2017-12-19,XRPUSD,0.751,0.84,0.7281,0.748,17293418.99,13568917.85
2017-12-18,XRPUSD,0.7188,0.8,0.66,0.751,14340811.14,10518533.37
2017-12-17,XRPUSD,0.7471,0.7857,0.7,0.7188,12536655.87,9236038.75
2017-12-16,XRPUSD,0.749,0.835,0.732,0.7471,12910617.37,9898772.72
2017-12-15,XRPUSD,0.87,0.885,0.6,0.749,21607149.3,16363517.27
2017-12-14,XRPUSD,0.4788,0.9,0.46,0.87,27560150.06,18242797.71
2017-12-13,XRPUSD,0.343,0.499,0.32,0.4788,33941490.0,14591435.96
2017-12-12,XRPUSD,0.2434,0.41,0.243,0.343,34037765.95,10335748.43
2017-12-11,XRPUSD,0.228,0.2481,0.228,0.2434,8655676.97,2098543.05
2017-12-10,XRPUSD,0.2373,0.24,0.2222,0.228,4810734.13,1120260.33
2017-12-09,XRPUSD,0.2381,0.249,0.2296,0.2373,8829395.09,2123871.24
2017-12-08,XRPUSD,0.21,0.25,0.205,0.2381,15585136.0,3631900.65
2017-12-07,XRPUSD,0.2272,0.2374,0.21,0.21,13648540.82,2987559.55
2017-12-06,XRPUSD,0.2418,0.2425,0.224,0.2272,11288791.07,2628929.68
2017-12-05,XRPUSD,0.25,0.2512,0.24,0.2418,9415085.43,2292318.99
2017-12-04,XRPUSD,0.2457,0.2544,0.242,0.25,5298607.37,1308088.02
2017-12-03,XRPUSD,0.2441,0.26,0.242,0.2457,5714042.15,1430741.53
2017-12-02,XRPUSD,0.2535,0.2535,0.241,0.2441,4366132.85,1080107.03
2017-12-01,XRPUSD,0.24,0.2668,0.229,0.2535,8150290.69,1994989.93
2017-11-30,XRPUSD,0.2387,0.2499,0.22,0.24,12061439.36,2859429.63
2017-11-29,XRPUSD,0.279,0.2796,0.231,0.2387,22252781.18,5716543.52
2017-11-28,XRPUSD,0.245,0.2797,0.243,0.279,15800955.39,4088277.68
2017-11-27,XRPUSD,0.2458,0.2485,0.2421,0.245,5987911.7,1463228.55
2017-11-26,XRPUSD,0.2484,0.25,0.243,0.2458,4938137.68,1213892.64
2017-11-25,XRPUSD,0.24,0.2499,0.2371,0.2484,6454873.1,1582936.05
2017-11-24,XRPUSD,0.2413,0.2449,0.2324,0.24,6946677.65,1653414.98
2017-11-23,XRPUSD,0.239,0.2488,0.2369,0.2413,9133259.44,2206750.29
2017-11-22,XRPUSD,0.2322,0.2448,0.232,0.239,6564714.67,1556599.49
2017-11-21,XRPUSD,0.2429,0.25,0.23,0.2322,8284358.29,1963137.13
2017-11-20,XRPUSD,0.23,0.25,0.2294,0.2429,10049267.13,2406790.81
2017-11-19,XRPUSD,0.2281,0.237,0.2238,0.23,5538844.08,1274370.97
2017-11-18,XRPUSD,0.224,0.23,0.22,0.2281,5864068.85,1315972.12
2017-11-17,XRPUSD,0.222,0.235,0.2102,0.224,8905941.58,2008776.15
2017-11-16,XRPUSD,0.2086,0.267,0.205,0.222,34190477.17,8039584.77
2017-11-15,XRPUSD,0.2036,0.2126,0.203,0.2086,5453438.23,1137534.16
2017-11-14,XRPUSD,0.202,0.209,0.2,0.2036,7697690.74,1585640.43
2017-11-13,XRPUSD,0.1954,0.2055,0.195,0.202,6216006.03,1238853.27
2017-11-12,XRPUSD,0.2103,0.211,0.1895,0.1954,17398132.91,3452524.78
2017-11-11,XRPUSD,0.2038,0.2135,0.201,0.2103,5878461.27,1221857.62
2017-11-10,XRPUSD,0.2173,0.2214,0.2,0.2038,10965941.41,2312553.2
2017-11-09,XRPUSD,0.2182,0.224,0.2123,0.2173,8226736.18,1803035.17
2017-11-08,XRPUSD,0.2058,0.2236,0.2044,0.2182,6466946.44,1374914.73
2017-11-07,XRPUSD,0.2033,0.208,0.2002,0.2058,4267519.62,866857.13
2017-11-06,XRPUSD,0.201,0.207,0.198,0.2033,4451715.0,901775.11
2017-11-05,XRPUSD,0.2011,0.2044,0.197,0.201,2587694.74,519049.54
2017-11-04,XRPUSD,0.207,0.21,0.201,0.2011,3297360.82,671432.54
2017-11-03,XRPUSD,0.197,0.2199,0.197,0.207,10280358.8,2137464.63
2017-11-02,XRPUSD,0.1907,0.2049,0.18,0.197,9079809.75,1722795.02
2017-11-01,XRPUSD,0.1991,0.2028,0.1903,0.1907,7622741.31,1503239.69
2017-10-31,XRPUSD,0.2016,0.2049,0.199,0.1991,4370049.46,882088.47
2017-10-30,XRPUSD,0.2018,0.205,0.2,0.2016,2374458.18,480375.82
2017-10-29,XRPUSD,0.2014,0.205,0.1964,0.2018,4407702.55,882216.71
2017-10-28,XRPUSD,0.2021,0.2031,0.198,0.2014,2588128.55,518596.81
2017-10-27,XRPUSD,0.2028,0.205,0.2,0.2021,3403298.46,686448.76
2017-10-26,XRPUSD,0.2032,0.2068,0.2005,0.2028,3363799.46,684573.34
2017-10-25,XRPUSD,0.2054,0.2132,0.199,0.2032,4716298.17,955739.8
2017-10-24,XRPUSD,0.1931,0.217,0.1851,0.2054,10537111.61,2168364.67
2017-10-23,XRPUSD,0.2005,0.201,0.1869,0.1931,7957162.89,1527937.75
2017-10-22,XRPUSD,0.212,0.212,0.212,0.212,0.0,0.0
2017-10-21,XRPUSD,0.212,0.212,0.212,0.212,0.0,0.0
2017-10-20,XRPUSD,0.2132,0.2249,0.2119,0.212,3350770.38,726516.54
2017-10-19,XRPUSD,0.2179,0.23,0.2051,0.2132,11488032.97,2478405.97
2017-10-18,XRPUSD,0.2289,0.2362,0.1999,0.2179,20914396.35,4537409.65
2017-10-17,XRPUSD,0.258,0.266,0.2168,0.2289,24805009.11,6018767.17
2017-10-16,XRPUSD,0.2655,0.2949,0.25,0.258,26014807.18,7093232.04
2017-10-15,XRPUSD,0.2581,0.2689,0.25,0.2655,7751732.5,2020174.58
2017-10-14,XRPUSD,0.2589,0.268,0.2549,0.2581,7179825.31,1869999.63
2017-10-13,XRPUSD,0.2459,0.265,0.235,0.2589,13600999.73,3384331.7
2017-10-12,XRPUSD,0.263,0.2658,0.2459,0.2459,13967721.41,3548053.78
2017-10-11,XRPUSD,0.2575,0.2695,0.253,0.263,8166061.24,2129944.93
2017-10-10,XRPUSD,0.249,0.273,0.2371,0.2575,14507530.58,3664636.37
2017-10-09,XRPUSD,0.2775,0.2799,0.237,0.249,19654167.52,5128912.09
2017-10-08,XRPUSD,0.2387,0.2799,0.2377,0.2775,18624051.96,4844172.78
2017-10-07,XRPUSD,0.2336,0.2405,0.232,0.2387,6056278.08,1425054.55
2017-10-06,XRPUSD,0.2382,0.244,0.2328,0.2336,11784353.96,2802733.03
2017-10-05,XRPUSD,0.2139,0.2447,0.2136,0.2382,22426174.89,5147469.84
2017-10-04,XRPUSD,0.2027,0.219,0.2015,0.2139,12260488.1,2579409.91
2017-10-03,XRPUSD,0.203,0.2063,0.198,0.2027,4602371.45,927964.31
2017-10-02,XRPUSD,0.2074,0.2094,0.2,0.203,6486502.75,1321427.62
2017-10-01,XRPUSD,0.199,0.2097,0.196,0.2074,3826730.06,763263.47
2017-09-30,XRPUSD,0.1964,0.2064,0.1951,0.199,6106168.46,1228054.64
2017-09-29,XRPUSD,0.2021,0.2024,0.1877,0.1964,7115283.91,1390386.73
2017-09-28,XRPUSD,0.2102,0.2107,0.197,0.2021,9806369.64,1994479.79
2017-09-27,XRPUSD,0.1885,0.215,0.187,0.2102,15161946.48,3131572.47
2017-09-26,XRPUSD,0.1856,0.194,0.1811,0.1885,5925264.46,1114196.55
2017-09-25,XRPUSD,0.1764,0.187,0.175,0.1856,3798115.65,686875.57
2017-09-24,XRPUSD,0.1782,0.1805,0.1742,0.1764,1916093.62,338407.27
2017-09-23,XRPUSD,0.1727,0.182,0.1702,0.1782,4958456.76,877648.44
2017-09-22,XRPUSD,0.1711,0.1777,0.1673,0.1727,4803231.36,825717.32
2017-09-21,XRPUSD,0.1814,0.1839,0.17,0.1711,6541318.78,1156705.67
2017-09-20,XRPUSD,0.1849,0.1888,0.1804,0.1814,5727406.16,1058160.93
2017-09-19,XRPUSD,0.1949,0.195,0.184,0.1849,7078662.87,1328682.02
2017-09-18,XRPUSD,0.1829,0.1968,0.1825,0.1949,9062645.62,1726734.79
2017-09-17,XRPUSD,0.1844,0.188,0.1733,0.1829,6288867.62,1140626.72
2017-09-16,XRPUSD,0.187,0.196,0.1777,0.1844,11929401.45,2231320.44
2017-09-15,XRPUSD,0.1727,0.195,0.15,0.187,22352461.34,3940942.07
2017-09-14,XRPUSD,0.2013,0.2029,0.1625,0.1727,20966563.83,3817569.47
2017-09-13,XRPUSD,0.21,0.211,0.191,0.2013,11944034.38,2391033.58
2017-09-12,XRPUSD,0.2162,0.2252,0.2058,0.21,7540254.8,1626954.73
2017-09-11,XRPUSD,0.2203,0.2299,0.2075,0.2162,5900736.05,1284940.31
2017-09-10,XRPUSD,0.2141,0.228,0.2046,0.2203,6871289.83,1485283.48
2017-09-09,XRPUSD,0.2162,0.2169,0.207,0.2141,4709740.48,1007057.57
2017-09-08,XRPUSD,0.2298,0.2317,0.207,0.2162,12237171.66,2676253.47
2017-09-07,XRPUSD,0.2343,0.235,0.2203,0.2298,8418606.87,1927825.45
2017-09-06,XRPUSD,0.2224,0.24,0.222,0.2343,10357593.31,2391627.53
2017-09-05,XRPUSD,0.2114,0.229,0.199,0.2224,9330372.92,2006476.6
2017-09-04,XRPUSD,0.2339,0.234,0.197,0.2114,15270879.65,3223590.67
2017-09-03,XRPUSD,0.2282,0.24,0.221,0.2339,9714285.77,2241364.88
2017-09-02,XRPUSD,0.2538,0.2545,0.223,0.2282,19046325.83,4488688.44
2017-09-01,XRPUSD,0.26,0.265,0.2452,0.2538,19375296.58,4937449.06
2017-08-31,XRPUSD,0.2324,0.267,0.228,0.26,23041765.5,5658634.54
2017-08-30,XRPUSD,0.2217,0.2349,0.22,0.2324,9676977.25,2196029.75
2017-08-29,XRPUSD,0.2249,0.23,0.212,0.2217,12394868.26,2734919.83
2017-08-28,XRPUSD,0.2018,0.24,0.1932,0.2249,28435501.71,6123157.7
2017-08-27,XRPUSD,0.2101,0.212,0.193,0.2018,11339222.54,2279927.95
2017-08-26,XRPUSD,0.2182,0.2333,0.2066,0.2101,10551635.15,2301748.37
2017-08-25,XRPUSD,0.2185,0.235,0.2038,0.2182,17914140.47,3888305.12
2017-08-24,XRPUSD,0.2466,0.2894,0.212,0.2185,37189662.75,9248108.0
2017-08-23,XRPUSD,0.2412,0.299,0.221,0.2466,45491284.95,12251375.91
2017-08-22,XRPUSD,0.1967,0.2646,0.175,0.2412,33838275.35,7343959.33
2017-08-21,XRPUSD,0.1594,0.21,0.1525,0.1967,18507714.59,3280915.99
2017-08-20,XRPUSD,0.1563,0.1625,0.1516,0.1594,4991797.28,782442.21
2017-08-19,XRPUSD,0.1571,0.1625,0.1485,0.1563,6447708.36,998149.49
2017-08-18,XRPUSD,0.1582,0.1729,0.15,0.1571,10179143.96,1622579.36
2017-08-17,XRPUSD,0.1605,0.1625,0.152,0.1582,5517889.4,875727.64
2017-08-16,XRPUSD,0.159,0.1612,0.15,0.1605,10175291.84,1580752.24
2017-08-15,XRPUSD,0.1689,0.1694,0.1538,0.159,10089466.68,1624444.57
2017-08-14,XRPUSD,0.1665,0.1805,0.1651,0.1689,7283368.65,1248701.68
2017-08-13,XRPUSD,0.172,0.175,0.158,0.1665,10205615.71,1702067.5
2017-08-12,XRPUSD,0.1792,0.1838,0.1715,0.172,8584514.2,1516486.73
2017-08-11,XRPUSD,0.1832,0.188,0.1761,0.1792,7282490.44,1317286.84
2017-08-10,XRPUSD,0.187,0.187,0.1815,0.1832,5057204.74,933115.13
2017-08-09,XRPUSD,0.1979,0.1979,0.1834,0.187,7200290.77,1358512.85
2017-08-08,XRPUSD,0.1785,0.1979,0.177,0.1979,11522878.67,2135819.93
2017-08-07,XRPUSD,0.1811,0.1827,0.1765,0.1785,6737820.86,1210690.44
2017-08-06,XRPUSD,0.1849,0.1914,0.179,0.1811,7113617.86,1310553.32
2017-08-05,XRPUSD,0.1745,0.195,0.172,0.1849,11753654.76,2149791.11
2017-08-04,XRPUSD,0.175,0.1774,0.1719,0.1745,5567844.45,972435.27
2017-08-03,XRPUSD,0.1719,0.1777,0.1695,0.175,4660312.11,806952.52
2017-08-02,XRPUSD,0.1774,0.1807,0.1674,0.1719,7497825.05,1304521.47
2017-08-01,XRPUSD,0.1651,0.185,0.164,0.1774,10534672.44,1819609.61
2017-07-31,XRPUSD,0.1647,0.1695,0.1583,0.1651,4776988.49,782237.84
2017-07-30,XRPUSD,0.1703,0.1729,0.1622,0.1647,2224800.44,369350.84
2017-07-29,XRPUSD,0.1639,0.171,0.155,0.1703,5855421.37,945482.81
2017-07-28,XRPUSD,0.1726,0.1743,0.1611,0.1639,6318135.56,1065931.85
2017-07-27,XRPUSD,0.1726,0.176,0.1701,0.1726,4160664.03,720780.6
2017-07-26,XRPUSD,0.1736,0.1795,0.1626,0.1726,7280514.8,1244412.65
2017-07-25,XRPUSD,0.1911,0.193,0.16,0.1736,9110302.43,1614704.32
2017-07-24,XRPUSD,0.1973,0.199,0.19,0.1911,3493302.04,677013.82
2017-07-23,XRPUSD,0.1975,0.2075,0.188,0.1973,8098776.31,1593728.16
2017-07-22,XRPUSD,0.1838,0.205,0.1816,0.1975,6429708.61,1237253.82
2017-07-21,XRPUSD,0.1912,0.195,0.1813,0.1838,9299542.13,1748370.99
2017-07-20,XRPUSD,0.163,0.197,0.1592,0.1912,10621581.21,1917342.15
2017-07-19,XRPUSD,0.1791,0.1834,0.158,0.163,7414531.69,1276716.55
2017-07-18,XRPUSD,0.1728,0.19,0.16,0.1791,11134342.84,1944182.42
2017-07-17,XRPUSD,0.1469,0.1735,0.1447,0.1728,11402185.19,1809829.33
2017-07-16,XRPUSD,0.1717,0.175,0.1266,0.1469,17808413.72,2572995.17
2017-07-15,XRPUSD,0.1837,0.1873,0.1702,0.1717,4699100.57,829199.04
2017-07-14,XRPUSD,0.1916,0.192,0.1722,0.1837,4944279.58,894852.18
2017-07-13,XRPUSD,0.1951,0.2183,0.18,0.1916,8082045.02,1611490.7
2017-07-12,XRPUSD,0.1771,0.1971,0.165,0.1951,10380309.77,1922680.33
2017-07-11,XRPUSD,0.1898,0.2,0.1501,0.1771,20330198.74,3513514.45
2017-07-10,XRPUSD,0.2258,0.2276,0.1701,0.1898,12073986.52,2498019.36
2017-07-09,XRPUSD,0.23,0.2423,0.2254,0.2258,4483771.46,1053737.92
2017-07-08,XRPUSD,0.2308,0.2327,0.2105,0.23,17691507.07,3950497.2
2017-07-07,XRPUSD,0.2503,0.252,0.2295,0.2308,5070964.72,1200793.23
2017-07-06,XRPUSD,0.253,0.2541,0.2481,0.2503,2071451.28,518518.51
2017-07-05,XRPUSD,0.247,0.2574,0.243,0.253,3494546.93,871379.75
2017-07-04,XRPUSD,0.2524,0.258,0.2461,0.247,3747998.04,948437.78
2017-07-03,XRPUSD,0.2545,0.2566,0.245,0.2524,4215987.48,1051476.23
2017-07-02,XRPUSD,0.2369,0.2553,0.2275,0.2545,3805208.02,920290.01
2017-07-01,XRPUSD,0.244,0.25,0.227,0.2369,3003195.03,724180.75
2017-06-30,XRPUSD,0.2578,0.26,0.2436,0.244,3011724.96,764066.25
2017-06-29,XRPUSD,0.269,0.27,0.25,0.2578,2590053.32,672743.65
2017-06-28,XRPUSD,0.261,0.27,0.2464,0.269,4298694.0,1115929.1
2017-06-27,XRPUSD,0.244,0.261,0.22,0.261,5344430.27,1287678.81
2017-06-26,XRPUSD,0.2552,0.2647,0.21,0.244,8424160.13,2002750.66
2017-06-25,XRPUSD,0.2776,0.28,0.243,0.2552,5789536.75,1536363.94
2017-06-24,XRPUSD,0.2936,0.3029,0.263,0.2776,3558458.93,1002447.61
2017-06-23,XRPUSD,0.272,0.295,0.272,0.2936,2605256.97,742947.14
2017-06-22,XRPUSD,0.2731,0.28,0.26,0.272,4700831.1,1269953.95
2017-06-21,XRPUSD,0.3024,0.3099,0.2512,0.2731,5406928.21,1524163.7
