Created on 10-22-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-09-20,XRPUSD,0.3269,0.4917,0.3214,0.4482,25212711.44,10153191.47
2018-09-19,XRPUSD,0.3184,0.335,0.3104,0.3269,9100070.9,2937980.71
2018-09-18,XRPUSD,0.2708,0.3351,0.2697,0.3184,14071618.03,4354765.31
2018-09-17,XRPUSD,0.281,0.2829,0.2661,0.2708,6563941.01,1796487.5
2018-09-16,XRPUSD,0.2816,0.2818,0.2727,0.281,1182226.58,328496.5
2018-09-15,XRPUSD,0.2756,0.2842,0.2756,0.2816,1769006.9,495245.47
2018-09-14,XRPUSD,0.2786,0.2847,0.2725,0.2756,8279387.35,2307924.41
2018-09-13,XRPUSD,0.2694,0.286,0.267,0.2786,7449882.53,2069484.69
2018-09-12,XRPUSD,0.2622,0.2732,0.2536,0.2694,7857542.14,2054898.25
2018-09-11,XRPUSD,0.2695,0.2743,0.249,0.2622,8652064.78,2245913.83
2018-09-10,XRPUSD,0.2749,0.2816,0.2599,0.2695,5815927.08,1563857.78
2018-09-09,XRPUSD,0.2766,0.2907,0.2708,0.2749,5522636.38,1563255.08
2018-09-08,XRPUSD,0.287,0.2926,0.2686,0.2766,5487256.4,1522322.24
2018-09-07,XRPUSD,0.3007,0.3033,0.2811,0.287,4768996.97,1393873.09
2018-09-06,XRPUSD,0.2787,0.304,0.2668,0.3007,14216727.75,4058131.1
2018-09-05,XRPUSD,0.3306,0.3337,0.2767,0.2787,14941535.89,4463038.26
2018-09-04,XRPUSD,0.335,0.34,0.3285,0.3306,1773319.24,591997.02
2018-09-03,XRPUSD,0.341,0.3427,0.3328,0.335,2019126.8,679953.47
2018-09-02,XRPUSD,0.3464,0.3492,0.3354,0.341,3416638.17,1167993.0
2018-09-01,XRPUSD,0.335,0.3529,0.335,0.3464,2885010.17,993530.0
2018-08-31,XRPUSD,0.3352,0.34,0.3272,0.335,3058816.41,1016748.46
2018-08-30,XRPUSD,0.3448,0.3462,0.3228,0.3352,3882436.92,1285894.9
2018-08-29,XRPUSD,0.3514,0.355,0.3387,0.3448,3737948.04,1291983.21
2018-08-28,XRPUSD,0.3375,0.3579,0.3349,0.3514,6203199.1,2142248.32
2018-08-27,XRPUSD,0.3227,0.34,0.3221,0.3375,3948142.63,1297063.88
2018-08-26,XRPUSD,0.3264,0.3279,0.319,0.3227,1481430.64,478117.47
2018-08-25,XRPUSD,0.3263,0.3322,0.3221,0.3264,1382373.87,452715.01
2018-08-24,XRPUSD,0.326,0.3294,0.3155,0.3263,2449377.6,788036.09
2018-08-23,XRPUSD,0.3178,0.3296,0.3155,0.326,2681244.66,861026.15
2018-08-22,XRPUSD,0.3339,0.3541,0.309,0.3178,7790960.95,2576901.5
2018-08-21,XRPUSD,0.3142,0.3377,0.3123,0.3339,3481150.46,1139836.53
2018-08-20,XRPUSD,0.3423,0.3504,0.312,0.3142,5670025.84,1887317.21
2018-08-19,XRPUSD,0.3294,0.3527,0.319,0.3423,4558489.65,1553394.57
2018-08-18,XRPUSD,0.3682,0.3719,0.3131,0.3294,6873654.13,2306603.62
2018-08-17,XRPUSD,0.2929,0.3772,0.2906,0.3682,7453209.49,2470349.49
2018-08-16,XRPUSD,0.2803,0.3014,0.276,0.2929,6516988.99,1888998.5
2018-08-15,XRPUSD,0.2734,0.3031,0.273,0.2803,11443447.39,3294385.44
2018-08-14,XRPUSD,0.2747,0.2766,0.2465,0.2734,8299485.44,2153799.53
2018-08-13,XRPUSD,0.2958,0.3087,0.271,0.2747,4565337.13,1325481.72
2018-08-12,XRPUSD,0.2933,0.2933,0.2933,0.2933,0.0,0.0
2018-08-11,XRPUSD,0.319,0.3198,0.2881,0.2933,5092204.48,1534185.3
2018-08-10,XRPUSD,0.3451,0.3463,0.3125,0.319,4541353.51,1492570.42
2018-08-09,XRPUSD,0.3319,0.3575,0.3284,0.3451,6145533.24,2106714.06
2018-08-08,XRPUSD,0.3787,0.3787,0.32,0.3319,10231643.02,3536614.71
2018-08-07,XRPUSD,0.4124,0.415,0.3753,0.3787,6055203.2,2407684.52
2018-08-06,XRPUSD,0.4346,0.4366,0.4026,0.4124,3051687.36,1286784.28
2018-08-05,XRPUSD,0.4295,0.4366,0.4268,0.4346,1090165.52,469323.02
2018-08-04,XRPUSD,0.4399,0.4438,0.427,0.4295,1559726.28,676909.68
2018-08-03,XRPUSD,0.4304,0.4448,0.4259,0.4399,2965443.82,1297835.36
2018-08-02,XRPUSD,0.446,0.4474,0.4301,0.4304,1120697.88,490556.73
2018-08-01,XRPUSD,0.4345,0.4608,0.4265,0.446,3776062.38,1675049.7
2018-07-31,XRPUSD,0.4457,0.4468,0.4268,0.4345,4063447.14,1766941.6
2018-07-30,XRPUSD,0.4528,0.456,0.4342,0.4457,2463997.99,1097032.24
2018-07-29,XRPUSD,0.4568,0.458,0.4501,0.4528,454152.03,205732.94
2018-07-28,XRPUSD,0.4532,0.4577,0.448,0.4568,845290.79,383298.29
2018-07-27,XRPUSD,0.4488,0.4608,0.4436,0.4532,2161426.57,976763.53
2018-07-26,XRPUSD,0.459,0.469,0.4461,0.4488,2600480.57,1191524.26
2018-07-25,XRPUSD,0.4576,0.4678,0.4517,0.459,4281180.46,1970376.02
2018-07-24,XRPUSD,0.4456,0.47,0.4375,0.4576,10063455.01,4583629.18
2018-07-23,XRPUSD,0.4498,0.4656,0.442,0.4456,2645712.63,1200774.19
2018-07-22,XRPUSD,0.4529,0.4625,0.4461,0.4498,2122616.15,969036.25
2018-07-21,XRPUSD,0.4436,0.46,0.4346,0.4529,4511261.33,2034311.08
2018-07-20,XRPUSD,0.4763,0.4766,0.4291,0.4436,5490202.15,2487171.34
2018-07-19,XRPUSD,0.4889,0.4944,0.4716,0.4763,2861071.31,1374515.13
2018-07-18,XRPUSD,0.5079,0.5238,0.4763,0.4889,7092816.81,3571731.04
2018-07-17,XRPUSD,0.4827,0.52,0.469,0.5079,7267409.11,3595431.38
2018-07-16,XRPUSD,0.4467,0.4834,0.443,0.4827,5584889.85,2595996.95
2018-07-15,XRPUSD,0.4391,0.4493,0.4356,0.4467,1631282.38,725500.75
2018-07-14,XRPUSD,0.4393,0.4425,0.414,0.4391,2705970.59,1172934.55
2018-07-13,XRPUSD,0.4366,0.4457,0.4305,0.4393,2216136.7,972124.72
2018-07-12,XRPUSD,0.4491,0.4491,0.4225,0.4366,5505445.78,2382432.48
2018-07-11,XRPUSD,0.4426,0.4518,0.4402,0.4491,2498790.27,1113640.6
2018-07-10,XRPUSD,0.472,0.4728,0.4391,0.4426,4534644.61,2057987.26
2018-07-09,XRPUSD,0.4782,0.481,0.47,0.472,2866849.12,1359636.25
